location_name,sex_name,measure_name,specification,model_scale,start_year,end_year,maximum_breakpoints,minimum_segment_years,selected_breakpoint_count,selected_breakpoint_years,fitted_annualized_endpoint_change_pct,trajectory_direction,formal_inference_performed,inference_note,primary_direction,direction_stable_vs_primary
United States of America,Female,Prevalence,max_3_breakpoints,log_rate,1990,2023,3,4,3,"1998,2010,2015",-0.23820983487287117,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Female,Prevalence,minimum_5_year_segments,log_rate,1990,2023,2,5,2,"2010,2015",-0.2301096494965016,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Female,Prevalence,prepandemic_1990_2019,log_rate,1990,2019,2,4,2,"2010,2015",-0.25814635345758896,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Female,Prevalence,linear_rate_scale,rate,1990,2023,2,4,2,"2010,2015",-0.23000272338830063,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,primary,log_rate,1990,2023,2,4,2,"2009,2017",-0.10908787107943851,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,max_1_breakpoint,log_rate,1990,2023,1,4,1,2008,-0.12878846204440464,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,max_3_breakpoints,log_rate,1990,2023,3,4,2,"2009,2017",-0.10908787107943851,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,minimum_5_year_segments,log_rate,1990,2023,2,5,2,"2009,2017",-0.10908787107943851,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,prepandemic_1990_2019,log_rate,1990,2019,2,4,2,"2010,2014",-0.11662992480722112,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,DALYs,linear_rate_scale,rate,1990,2023,2,4,2,"2009,2017",-0.10902454749033286,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,primary,log_rate,1990,2023,2,4,2,"2010,2017",-0.07561565297766748,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,max_1_breakpoint,log_rate,1990,2023,1,4,1,2009,-0.09190288067526531,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,max_3_breakpoints,log_rate,1990,2023,3,4,3,"1994,2010,2017",-0.08445311664517785,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,minimum_5_year_segments,log_rate,1990,2023,2,5,2,"2010,2017",-0.07561565297766748,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,prepandemic_1990_2019,log_rate,1990,2019,2,4,2,"1994,2010",-0.10166942672027446,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Incidence,linear_rate_scale,rate,1990,2023,2,4,2,"2010,2017",-0.07556906492203197,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,primary,log_rate,1990,2023,2,4,2,"2009,2018",-0.07924543417238139,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,max_1_breakpoint,log_rate,1990,2023,1,4,1,2007,-0.10530324765982702,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,max_3_breakpoints,log_rate,1990,2023,3,4,2,"2009,2018",-0.07924543417238139,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,minimum_5_year_segments,log_rate,1990,2023,2,5,2,"2009,2018",-0.07924543417238139,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,prepandemic_1990_2019,log_rate,1990,2019,2,4,2,"2010,2014",-0.10767121420399706,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
United States of America,Male,Prevalence,linear_rate_scale,rate,1990,2023,2,4,2,"2009,2018",-0.07915942301582879,decrease,False,Descriptive analysis of annual GBD posterior means. Primary analyses report no hypothesis tests or confidence intervals because posterior draws and cross-year/cross-stratum correlations are unavailable.,decrease,True
