sex_name,age_name,year,china_rate,us_rate,china_us_rate_ratio,log2_china_us_rate_ratio,absolute_rate_difference,comparison,formal_inference_performed,method_note
Female,0-4 years,1990,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2010,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2011,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2012,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2013,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2014,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2015,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2016,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2017,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2018,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2019,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2020,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2021,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2022,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,0-4 years,2023,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1990,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1991,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1992,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1993,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1994,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1995,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1996,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1997,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1998,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,1999,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2000,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2001,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2002,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2003,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2004,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2005,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2006,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2007,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2008,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2009,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2010,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2011,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2012,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2013,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2014,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2015,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2016,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2017,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2018,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2019,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2020,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2021,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2022,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,5-9 years,2023,0.0,0.0,,,0.0,equal or undefined,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1990,10.63444991668,11.46406255535,0.9276336259799245,-0.10837297740968754,-0.8296126386700013,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1991,10.56424661664,11.5845015959,0.9119293160077694,-0.13300609001164057,-1.0202549792600006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1992,10.5094299336,11.69532072804,0.898601259254329,-0.15424701130477503,-1.1858907944400006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1993,10.46971847175,11.79058904973,0.8879724691948068,-0.17141314710909486,-1.320870577980001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1994,10.44597130773,11.86445115484,0.8804428600532994,-0.18369871739837335,-1.4184798471099995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1995,10.43941049178,11.91112637164,0.8764419221204716,-0.1902696016719381,-1.4717158798599996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1996,10.45545638962,11.94277821063,0.8754626607997988,-0.19188244704260674,-1.4873218210099992,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1997,10.48915808208,11.97382065226,0.8760076158398299,-0.19098468249630887,-1.4846625701800011,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1998,10.52560739165,12.00169138229,0.8770103359916298,-0.1893342492572674,-1.4760839906399994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,1999,10.54893342147,12.02375847137,0.8773407621741792,-0.18879079564518342,-1.4748250498999997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2000,10.54232721444,12.0373565338,0.8758008608316893,-0.19132522705957658,-1.4950293193600004,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2001,10.49615573441,12.05203912633,0.8709028923976132,-0.199416230789571,-1.5558833919200001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2002,10.42543603483,12.07357900737,0.8634917639969114,-0.21174567752398857,-1.6481429725400005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2003,10.34433067936,12.09381019437,0.8553409151547268,-0.225428542053912,-1.74947951501,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2004,10.26697016732,12.10456069604,0.8481902338412689,-0.23754022321201518,-1.8375905287199998,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2005,10.20777043965,12.09769416252,0.8437781863650353,-0.24506430388114808,-1.8899237228699999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2006,10.14886700272,12.01402679445,0.8447514872705603,-0.24340110948529595,-1.865159791730001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2007,10.07187740352,11.84121700497,0.8505778923984442,-0.2334847369159461,-1.7693396014499996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2008,9.99552556127,11.64114005766,0.8586380295882475,-0.21987802286641708,-1.6456144963899995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2009,9.93961480107,11.47566246991,0.866147364226891,-0.20731559239200326,-1.5360476688400002,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2010,9.92435573056,11.40659724588,0.8700540149381203,-0.20082312534626715,-1.4822415153200001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2011,9.93896050834,11.47404250352,0.8662126277892844,-0.20720689048443872,-1.5350819951800005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2012,9.95619919366,11.63528648205,0.8556900776804797,-0.2248397332556265,-1.6790872883900008,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2013,9.97295353852,11.82788966621,0.8431726892930702,-0.24609995663561174,-1.8549361276899994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2014,9.98699956788,11.98949254687,0.8329793382695938,-0.26364738434538126,-2.0024929789900003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2015,9.99737363335,12.05789299578,0.8291144760406203,-0.2703567861528858,-2.06051936243,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2016,10.00675449305,12.02430144349,0.8322108806135838,-0.26497894408623085,-2.01754695044,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2017,10.01760838052,11.93857792724,0.839095614366518,-0.2530928807503977,-1.9209695467200003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2018,10.02758669542,11.82650415717,0.8478910219078241,-0.23804924549567122,-1.7989174617499994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2019,10.0340091378,11.71410720804,0.8565748084423488,-0.22334884617780765,-1.6800980702399997,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2020,10.03367563418,11.62736022339,0.8629366805025883,-0.21267339188676535,-1.5936845892099996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2021,10.01901882289,11.5145948567,0.8701147498090418,-0.20072242028949547,-1.49557603381,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2022,10.01285739415,11.4201197037,0.876773418662673,-0.18972403443660749,-1.4072623095499992,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,10-14 years,2023,10.13658113547,11.45276923211,0.8850768691863782,-0.17612533576172826,-1.3161880966400012,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1990,79.63498754786,123.61446987584002,0.6442205967298685,-0.6343733082352147,-43.97948232798001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1991,79.39526053203,123.94009086886,0.6405938544618099,-0.6425181372056101,-44.54483033683,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1992,79.21646590513001,124.27062474731,0.6374512566119915,-0.6496130659083447,-45.05415884217999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1993,79.09792805654,124.58157689109,0.6349087082569834,-0.6553789291652344,-45.483648834549996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1994,79.04519191826,124.8488806984,0.6331269569745771,-0.6594332716438268,-45.80368878013999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1995,79.07760769539,125.04903070635,0.6323728160763299,-0.6611527432486318,-45.971423010959995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1996,79.25882235963999,125.29034145434,0.6326012160205068,-0.6606317658024183,-46.0315190947,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1997,79.54992913512,125.64165687837,0.6331493161709093,-0.6593823230438187,-46.091727743250004,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1998,79.86495184243,126.01837105706,0.6337564211671001,-0.6579996354317362,-46.15341921462999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,1999,80.12756393917999,126.33710734032,0.6342361767341779,-0.6569079239948786,-46.20954340114001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2000,80.26439937349001,126.51447067157,0.6344286068417849,-0.6564702702226837,-46.25007129807999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2001,80.20223668799001,126.60304773285002,0.6334937280280002,-0.6585977590061924,-46.400811044860006,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2002,79.94913698645,126.69136414972,0.6310543542018265,-0.6641638215967665,-46.74222716327,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2003,79.5697360402,126.75311077701,0.627753713912259,-0.6717294361027357,-47.183374736809995,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2004,79.13423249967,126.75993817073,0.6242842465975801,-0.6797250340942413,-47.62570567105999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2005,78.71376266457,126.6856917861,0.6213311192038382,-0.6865657818008525,-47.971929121529996,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2006,78.19648625587,126.3517483945,0.6188793368471808,-0.6922699408619164,-48.15526213863001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2007,77.53195298122,125.6942944924,0.6168295330692827,-0.6970562534466904,-48.16234151118,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2008,76.84320853167999,124.862266343,0.6154237848013236,-0.7003478930881432,-48.01905781132001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2009,76.25152862931,124.00239367012,0.6149198122107203,-0.7015298048721978,-47.75086504081,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2010,75.8802623344,123.25992251366,0.6156117964944424,-0.6999072177030904,-47.37966017926,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2011,75.70185924319,122.49706976351,0.6179891436532993,-0.6943466006656718,-46.79521052032,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2012,75.59177358759,121.55435841524,0.6218762911763484,-0.6853004789318046,-45.962584827650005,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2013,75.55604691208,120.54457927596,0.6267892539498706,-0.6739476492921351,-44.98853236388,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2014,75.60511122615,119.58167060804,0.6322466548737674,-0.6614405960708829,-43.97655938189,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2015,75.7503092129,118.77745280976,0.637749904724978,-0.6489373165873483,-43.02714359686,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2016,75.98789110893999,117.97623072405,0.6440949218548776,-0.6346547773580706,-41.98833961511001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2017,76.26875957598,117.05048940725,0.6515885577429801,-0.6179668253277998,-40.78172983127,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2018,76.54115543482,116.15453307283,0.6589596928328915,-0.6017378735516812,-39.61337763801001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2019,76.75916763589,115.44416659744,0.6649029561065075,-0.5887843030861319,-38.68499896155001,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2020,76.88509437396999,115.07535419002,0.6681282444459156,-0.5818030462773691,-38.19025981605,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2021,76.85372075919,115.40256618301,0.6659619738205154,-0.5864882925859969,-38.54884542382,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2022,76.84077587979,115.75630951077,0.663815011074111,-0.5911468409497354,-38.91553363097999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,15-19 years,2023,77.65948284302,114.28052639119,0.6795513224815427,-0.5573455815789713,-36.62104354816999,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,20-24 years,1990,240.86798190619,521.76199183096,0.46164340384576386,-1.1151492219238077,-280.89400992477,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,20-24 years,1991,241.05984882988,520.15978567371,0.4634342282298116,-1.1095634924762101,-279.09993684382994,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,20-24 years,1992,241.28546699275,518.87077792076,0.4650203427520796,-1.1046342652353007,-277.58531092801,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,20-24 years,1993,241.54652899596,517.91674067293,0.4663810030201345,-1.1004190700856904,-276.37021167697003,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
Female,20-24 years,1994,241.8152942346,517.3159953214499,0.4674421367627358,-1.0971403056561648,-275.5007010868499,China lower,False,Age-specific prevalence-rate contrasts use GBD posterior means. A positive log2 ratio means China is higher; zero means equal rates.
