location_name,sex_name,measure_name,weighting,age_name,age_midpoint,age_specific_slope_pct_per_year,formal_inference_performed,inference_note,method_label
China,Female,DALYs,population,60-64 years,62.0,0.09057466953947824,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,DALYs,population,65-69 years,67.0,0.10934869009189274,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,10-14 years,12.0,-0.25227783130543635,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,15-19 years,17.0,-0.14194766942459136,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,20-24 years,22.0,0.012262624380299236,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,25-29 years,27.0,0.10783085551528959,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,30-34 years,32.0,0.10474518790148934,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,35-39 years,37.0,0.05688767479885559,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,40-44 years,42.0,0.01526618395097934,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,45-49 years,47.0,0.0025493107015162053,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,50-54 years,52.0,-0.008504114857632583,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,55-59 years,57.0,-0.026131792163064382,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,60-64 years,62.0,-0.04011663910340468,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Incidence,population,65-69 years,67.0,-0.04531860095702278,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,10-14 years,12.0,-0.25124156881347615,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,15-19 years,17.0,-0.21030858873924974,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,20-24 years,22.0,-0.08705010850960093,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,25-29 years,27.0,-0.007745563093874974,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,30-34 years,32.0,0.02861790860611002,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,35-39 years,37.0,0.022555125027245992,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,40-44 years,42.0,0.022420088838259744,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,45-49 years,47.0,0.044783733533537706,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,50-54 years,52.0,0.07188798069617253,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,55-59 years,57.0,0.07731576610079394,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,60-64 years,62.0,0.0742056470662833,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Female,Prevalence,population,65-69 years,67.0,0.08195537610531378,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,10-14 years,12.0,-0.141659020291518,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,15-19 years,17.0,-0.11111069296262377,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,20-24 years,22.0,-0.053195075260525915,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,25-29 years,27.0,-0.023652816962993484,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,30-34 years,32.0,0.006268515402996222,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,35-39 years,37.0,0.02724433077447852,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,40-44 years,42.0,0.03991119948669741,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,45-49 years,47.0,0.05905900745915016,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,50-54 years,52.0,0.06573355765886468,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,55-59 years,57.0,0.05127035512313416,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,60-64 years,62.0,0.0333578522886846,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,DALYs,population,65-69 years,67.0,0.0381480366098641,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,10-14 years,12.0,-0.15728109843368143,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,15-19 years,17.0,-0.07864942417857845,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,20-24 years,22.0,-0.016552956363513616,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,25-29 years,27.0,0.0354692786930233,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,30-34 years,32.0,0.11026586373128477,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,35-39 years,37.0,0.1251507133724017,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,40-44 years,42.0,0.09948033376796506,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,45-49 years,47.0,0.03385569842420111,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,50-54 years,52.0,-0.031238377660469663,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,55-59 years,57.0,-0.0947128787828655,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,60-64 years,62.0,-0.1283357340898017,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Incidence,population,65-69 years,67.0,-0.13588024129259635,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,10-14 years,12.0,-0.15670326114087807,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,15-19 years,17.0,-0.12448309526216228,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,20-24 years,22.0,-0.055740316982988425,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,25-29 years,27.0,-0.021614025476190957,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,30-34 years,32.0,0.015499210468061797,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,35-39 years,37.0,0.034014659425785077,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,40-44 years,42.0,0.050878099623097306,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,45-49 years,47.0,0.07113763521029437,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,50-54 years,52.0,0.07774409725553877,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,55-59 years,57.0,0.06060376153984581,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,60-64 years,62.0,0.04076480193997423,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
China,Male,Prevalence,population,65-69 years,67.0,0.04170135166821076,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,10-14 years,12.0,-0.004857687457127113,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,15-19 years,17.0,-0.22890491661602397,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,20-24 years,22.0,-0.3995255180397783,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,25-29 years,27.0,-0.37625025447770577,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,30-34 years,32.0,-0.30101369162347513,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,35-39 years,37.0,-0.25263228974443663,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,40-44 years,42.0,-0.1974182824635462,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,45-49 years,47.0,-0.1590963570097692,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,50-54 years,52.0,-0.14592012514207386,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,55-59 years,57.0,-0.12569074179468176,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,60-64 years,62.0,-0.12715063460467801,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,DALYs,population,65-69 years,67.0,-0.15489154784911197,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,10-14 years,12.0,-0.005226072431885331,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,15-19 years,17.0,-0.4027990328589248,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,20-24 years,22.0,-0.4405060585332743,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,25-29 years,27.0,-0.2810043245629057,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,30-34 years,32.0,-0.05947304424738231,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,35-39 years,37.0,0.0732709768836548,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,40-44 years,42.0,0.15721131047676806,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,45-49 years,47.0,0.11423141541184734,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,50-54 years,52.0,0.07218539681272951,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,55-59 years,57.0,0.02344166345471521,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,60-64 years,62.0,-0.007761472695855254,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Incidence,population,65-69 years,67.0,-0.009431558640460302,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,10-14 years,12.0,-0.005350746687127206,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,15-19 years,17.0,-0.24407752245471093,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,20-24 years,22.0,-0.4060647439910303,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,25-29 years,27.0,-0.39498738671789324,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,30-34 years,32.0,-0.3410495354278953,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,35-39 years,37.0,-0.28541585008743375,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,40-44 years,42.0,-0.22966778844557556,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
United States of America,Female,Prevalence,population,45-49 years,47.0,-0.19064303946537686,False,Descriptive model of GBD posterior-mean point estimates; no GBD-level hypothesis test or confidence interval is available without posterior draws.,Custom descriptive weighted least-squares age-period-cohort summaries; not asserted equivalent to conventional NCI APC estimable functions.
